Timesheet_ID,Employee_ID,Project_ID,Date,Billable_Hours,Non_Billable_Hours
T405811,E2078,P3111,2026-02-18,3.2,1.4
T405812,E2059,P3119,2025-11-12,10.0,1.2
T405813,E2063,P3021,2025-05-26,1.4,2.3
T405814,E2049,P3093,2026-01-11,6.4,1.3
T405815,E2051,P3089,2025-07-24,4.9,0.0
T405816,E2033,P3094,2026-04-03,6.0,1.3
T405817,E2030,P3061,2026-11-18,10.0,0.5
T405818,E2076,P3103,2025-08-19,3.9,0.0
T405819,E2015,P3057,2026-09-30,4.5,0.1
T405820,E2082,P3011,2025-09-25,2.2,0.3
T405821,E2092,P3019,2025-12-24,10.0,0.8
T405822,E2023,P3075,2026-05-04,2.3,1.3
T405823,E2094,P3089,2026-09-16,3.5,0.8
T405824,E2045,P3001,2025-02-09,10.0,4.0
T405825,E2062,P3032,2026-12-31,7.7,0.4
T405826,E2015,P3085,2025-07-11,10.0,1.7
T405827,E2046,P3109,2025-10-02,3.5,0.4
T405828,E2064,P3077,2026-08-22,7.3,0.2
T405829,E2075,P3034,2025-12-22,2.2,0.8
T405830,E2052,P3017,2025-06-04,4.9,0.2
T405831,E2088,P3115,2026-11-23,1.0,0.4
T405832,E2057,P3055,2026-08-15,10.0,1.2
T405833,E2083,P3111,2026-06-03,7.7,2.4
T405834,E2066,P3019,2025-07-10,3.4,0.5
T405835,E2150,P3074,2025-03-18,7.6,0.4
T405836,E2020,P3042,2025-02-24,10.0,1.8
T405837,E2033,P3059,2026-12-17,10.0,2.2
T405838,E2072,P3073,2026-04-26,2.9,2.1
T405839,E2025,P3115,2026-11-02,7.9,0.3
T405840,E2046,P3075,2025-05-19,7.4,1.7
T405841,E2073,P3038,2026-02-05,10.0,0.4
T405842,E2098,P3031,2025-08-18,3.7,0.6
T405843,E2057,P3066,2025-11-18,2.3,0.7
T405844,E2087,P3088,2025-03-08,2.7,0.6
T405845,E2133,P3106,2025-04-08,8.4,2.7
T405846,E2055,P3111,2025-04-24,4.9,1.9
T405847,E2061,P3069,2026-02-20,10.0,2.6
T405848,E2089,P3050,2025-01-13,4.9,1.6
T405849,E2008,P3030,2026-10-21,10.0,1.3
T405850,E2016,P3103,2025-08-10,2.5,3.3
T405851,E2116,P3035,2026-02-27,7.7,2.0
T405852,E2061,P3117,2025-01-21,10.0,0.6
T405853,E2015,P3059,2026-05-11,10.0,0.7
T405854,E2150,P3112,2025-08-03,2.9,0.9
T405855,E2131,P3017,2025-05-24,2.2,0.1
T405856,E2102,P3095,2026-05-05,7.3,1.4
T405857,E2054,P3066,2025-12-06,7.4,0.5
T405858,E2014,P3080,2025-04-22,9.5,0.3
T405859,E2036,P3021,2026-01-17,10.0,1.9
T405860,E2105,P3094,2025-03-19,1.9,0.2
T405861,E2082,P3052,2026-10-28,1.3,0.4
T405862,E2067,P3065,2025-03-27,7.6,1.1
T405863,E2010,P3014,2025-12-27,6.0,0.3
T405864,E2049,P3016,2026-04-29,13.7,0.8
T405865,E2111,P3055,2026-04-19,3.6,0.6
T405866,E2065,P3009,2025-03-17,0.7,1.0
T405867,E2057,P3113,2025-01-31,10.0,1.2
T405868,E2027,P3008,2025-12-26,6.3,0.5
T405869,E2113,P3073,2025-11-20,10.0,0.5
T405870,E2133,P3034,2025-06-17,1.6,3.3
T405871,E2071,P3109,2025-10-10,3.7,0.3
T405872,E2083,P3033,2025-08-08,9.8,0.1
T405873,E2057,P3086,2025-09-29,10.0,1.1
T405874,E2120,P3094,2026-12-13,2.0,1.1
T405875,E2093,P3007,2026-01-02,10.0,1.4
T405876,E2015,P3082,2025-04-23,9.7,3.6
T405877,E2111,P3021,2026-06-09,1.1,2.4
T405878,E2101,P3005,2026-07-26,3.6,1.0
T405879,E2119,P3071,2026-12-01,6.3,4.0
T405880,E2076,P3012,2025-12-30,6.8,0.3
T405881,E2020,P3059,2025-10-15,7.1,2.6
T405882,E2131,P3081,2025-02-24,10.0,0.8
T405883,E2073,P3058,2025-08-31,3.6,1.5
T405884,E2122,P3088,2025-06-02,7.6,1.4
T405885,E2041,P3037,2025-06-18,6.6,3.2
T405886,E2130,P3108,2025-04-19,0.6,3.3
T405887,E2023,P3083,2025-12-04,3.3,4.0
T405888,E2023,P3045,2025-02-05,10.0,0.9
T405889,E2144,P3080,2026-12-25,1.8,0.7
T405890,E2009,P3025,2025-12-06,6.7,2.0
T405891,E2013,P3027,2025-05-11,0.6,1.1
T405892,E2051,P3051,2025-02-28,0.9,0.9
T405893,E2064,P3119,2026-05-06,10.0,0.1
T405894,E2052,P3042,2026-11-05,13.7,1.8
T405895,E2038,P3108,2026-11-02,4.6,1.2
T405896,E2100,P3071,2025-06-09,3.7,1.0
T405897,E2146,P3110,2025-11-25,1.0,0.5
T405898,E2051,P3042,2026-07-12,5.2,1.7
T405899,E2137,P3060,2026-01-03,10.0,1.0
T405900,E2141,P3072,2025-12-10,3.3,1.8
T405901,E2055,P3079,2025-11-08,2.3,1.7
T405902,E2109,P3058,2026-09-27,10.7,1.0
T405903,E2044,P3080,2025-08-02,1.4,0.9
T405904,E2110,P3072,2025-06-07,5.5,2.2
T405905,E2128,P3100,2025-06-13,8.1,0.8
T405906,E2105,P3096,2025-10-09,2.7,1.2
T405907,E2010,P3081,2025-02-19,4.3,0.4
T405908,E2100,P3100,2025-05-10,10.0,0.4
T405909,E2148,P3022,2025-12-28,5.0,0.8
T405910,E2109,P3096,2025-09-20,7.9,0.9
T405911,E2108,P3058,2025-06-04,3.0,0.0
T405912,E2140,P3011,2025-12-02,9.2,1.1
T405913,E2146,P3109,2025-11-01,4.8,1.2
T405914,E2094,P3006,2025-02-15,10.0,1.6
T405915,E2063,P3022,2025-09-05,10.0,0.4
T405916,E2084,P3078,2025-08-01,5.1,0.8
T405917,E2025,P3092,2026-02-14,5.0,3.7
T405918,E2012,P3103,2026-05-24,10.0,0.7
T405919,E2149,P3012,2025-01-02,12.6,0.5
T405920,E2025,P3027,2026-12-19,8.1,1.2
T405921,E2011,P3001,2026-12-05,1.2,0.4
T405922,E2064,P3064,2025-11-16,2.6,0.5
T405923,E2126,P3074,2025-09-10,1.6,0.1
T405924,E2050,P3097,2026-04-17,13.8,1.6
T405925,E2089,P3080,2025-03-30,1.3,0.1
T405926,E2099,P3039,2025-01-15,1.5,0.7
T405927,E2116,P3060,2025-06-14,9.8,0.9
T405928,E2096,P3116,2026-03-03,10.0,0.7
T405929,E2014,P3070,2026-07-11,3.0,0.3
T405930,E2001,P3054,2026-04-20,10.0,0.7
T405931,E2025,P3025,2026-11-23,0.4,0.7
T405932,E2072,P3114,2026-09-10,1.2,1.8
T405933,E2069,P3020,2026-02-23,9.7,0.5
T405934,E2133,P3036,2026-02-14,3.1,0.5
T405935,E2105,P3023,2026-10-22,2.1,2.1
T405936,E2147,P3080,2026-12-03,4.5,0.6
T405937,E2023,P3001,2026-04-14,10.0,0.1
T405938,E2009,P3117,2026-10-03,4.0,4.0
T405939,E2118,P3094,2026-03-13,2.5,1.7
T405940,E2094,P3027,2025-07-24,6.7,1.4
T405941,E2144,P3052,2025-01-30,6.1,1.0
T405942,E2033,P3002,2026-06-06,10.0,0.5
T405943,E2130,P3112,2026-09-13,10.0,0.6
T405944,E2014,P3021,2026-10-24,10.0,0.1
T405945,E2001,P3009,2025-10-12,10.0,1.1
T405946,E2090,P3111,2026-01-27,5.5,3.7
T405947,E2089,P3088,2026-03-13,4.6,1.8
T405948,E2144,P3048,2025-05-19,3.3,0.6
T405949,E2090,P3105,2026-10-28,2.1,0.5
T405950,E2014,P3039,2026-10-21,4.1,1.0
T405951,E2111,P3042,2026-02-18,9.0,0.4
T405952,E2143,P3071,2026-07-02,5.1,0.9
T405953,E2083,P3094,2026-11-27,3.8,0.5
T405954,E2072,P3045,2026-10-09,5.8,0.5
T405955,E2130,P3002,2026-06-14,3.5,1.6
T405956,E2027,P3076,2025-05-17,5.8,1.2
T405957,E2074,P3077,2026-01-25,4.5,0.2
T405958,E2099,P3067,2025-07-17,8.2,0.6
T405959,E2072,P3043,2026-07-11,10.2,0.1
T405960,E2023,P3104,2026-02-10,10.0,1.9
T405961,E2068,P3107,2026-08-14,3.3,0.8
T405962,E2142,P3018,2026-04-02,6.4,2.6
T405963,E2117,P3039,2026-03-30,10.0,2.3
T405964,E2106,P3108,2025-03-28,6.6,0.3
T405965,E2093,P3006,2025-07-28,0.6,1.9
T405966,E2065,P3042,2025-08-12,4.9,0.3
T405967,E2068,P3052,2025-09-10,2.8,1.0
T405968,E2128,P3027,2025-06-09,8.5,0.6
T405969,E2063,P3079,2025-08-17,7.1,1.3
T405970,E2113,P3116,2025-07-14,3.4,1.1
T405971,E2090,P3015,2026-01-12,9.1,1.3
T405972,E2081,P3019,2025-05-24,5.9,2.4
T405973,E2103,P3062,2025-05-10,1.2,0.2
T405974,E2116,P3064,2026-03-27,4.2,2.4
T405975,E2013,P3102,2025-02-10,10.0,1.7
T405976,E2124,P3051,2026-11-22,3.6,1.7
T405977,E2147,P3047,2025-01-14,3.6,0.4
T405978,E2088,P3057,2026-03-09,11.1,0.5
T405979,E2011,P3020,2026-03-09,0.2,0.3
T405980,E2015,P3020,2026-06-23,5.2,1.4
T405981,E2010,P3082,2026-02-27,5.2,1.9
T405982,E2041,P3064,2025-11-25,8.8,2.7
T405983,E2073,P3098,2026-06-06,3.0,1.5
T405984,E2052,P3103,2025-03-26,4.8,0.7
T405985,E2128,P3101,2025-01-02,6.4,0.2
T405986,E2028,P3099,2025-07-26,8.0,0.2
T405987,E2065,P3038,2026-02-16,3.8,2.1
T405988,E2017,P3038,2026-08-24,10.0,0.1
T405989,E2095,P3065,2025-05-01,0.4,0.8
T405990,E2138,P3115,2026-04-02,3.3,1.1
T405991,E2063,P3076,2026-06-26,5.1,0.9
T405992,E2038,P3005,2025-01-09,6.4,3.3
T405993,E2070,P3064,2026-10-03,10.0,0.2
T405994,E2104,P3027,2025-11-08,8.5,0.1
T405995,E2053,P3103,2025-07-23,2.0,3.1
T405996,E2119,P3020,2026-05-15,7.1,1.6
T405997,E2074,P3060,2026-10-12,10.0,0.8
T405998,E2054,P3040,2025-05-25,5.6,0.6
T405999,E2020,P3083,2026-02-05,10.0,0.3
T406000,E2079,P3102,2026-11-17,0.5,3.5
T406001,E2031,P3079,2026-07-15,8.8,0.6
T406002,E2135,P3006,2026-08-25,10.0,0.8
T406003,E2058,P3073,2026-04-28,4.0,1.2
T406004,E2105,P3036,2025-04-10,1.1,2.4
T406005,E2010,P3112,2025-07-22,10.0,0.4
T406006,E2010,P3087,2025-07-27,2.0,0.9
T406007,E2039,P3074,2026-08-28,3.7,1.2
T406008,E2037,P3065,2025-09-24,10.0,0.6
T406009,E2119,P3011,2026-12-14,7.4,1.1
T406010,E2067,P3049,2026-05-21,10.0,1.6
T406011,E2043,P3114,2025-09-07,5.3,0.9
T406012,E2052,P3084,2026-03-15,6.7,0.4
T406013,E2101,P3028,2026-08-31,10.0,0.2
T406014,E2056,P3022,2026-01-22,2.0,0.5
T406015,E2076,P3084,2026-04-07,4.8,0.3
T406016,E2068,P3047,2026-05-11,1.7,0.1
T406017,E2137,P3102,2026-09-08,1.3,0.6
T406018,E2106,P3080,2026-10-18,10.0,1.0
T406019,E2125,P3066,2025-05-17,5.7,1.9
T406020,E2092,P3025,2026-08-03,6.0,2.4
T406021,E2023,P3091,2025-06-22,7.8,1.3
T406022,E2109,P3067,2025-01-02,2.4,1.0
T406023,E2061,P3087,2025-04-29,10.0,0.0
T406024,E2044,P3032,2026-05-13,7.4,0.7
T406025,E2016,P3017,2025-04-30,8.0,0.9
T406026,E2022,P3040,2026-01-12,2.5,1.4
T406027,E2057,P3084,2025-05-29,6.6,0.4
T406028,E2062,P3030,2025-08-07,9.2,0.9
T406029,E2107,P3059,2025-07-02,4.2,0.2
T406030,E2071,P3028,2026-05-31,5.1,0.5
T406031,E2090,P3047,2026-07-24,5.0,0.8
T406032,E2072,P3109,2025-07-17,3.9,1.3
T406033,E2070,P3117,2026-01-09,7.0,1.5
T406034,E2030,P3023,2026-03-19,5.1,0.0
T406035,E2103,P3083,2025-01-26,3.9,2.7
T406036,E2032,P3057,2026-04-03,10.0,0.8
T406037,E2086,P3089,2025-04-23,5.3,1.5
T406038,E2057,P3088,2026-12-10,2.0,0.2
T406039,E2109,P3001,2025-08-17,6.6,1.7
T406040,E2009,P3092,2025-12-26,6.4,0.1
T406041,E2031,P3029,2026-01-20,6.9,0.9
T406042,E2071,P3108,2026-03-17,10.0,1.8
T406043,E2137,P3114,2025-04-08,0.5,0.2
T406044,E2013,P3050,2025-10-31,9.6,1.4
T406045,E2131,P3064,2026-12-13,3.1,0.5
T406046,E2035,P3099,2025-01-21,4.9,1.7
T406047,E2021,P3114,2026-11-29,1.7,0.2
T406048,E2064,P3081,2025-06-24,10.0,1.9
T406049,E2095,P3075,2025-10-06,5.3,3.8
T406050,E2034,P3037,2025-07-27,7.4,1.0
T406051,E2121,P3118,2026-08-26,10.0,0.6
T406052,E2015,P3061,2026-01-19,2.2,3.4
T406053,E2120,P3007,2025-11-01,7.3,4.0
T406054,E2096,P3090,2026-12-29,10.0,0.5
T406055,E2006,P3087,2025-12-21,10.0,0.4
T406056,E2109,P3064,2025-01-31,2.4,1.4
T406057,E2097,P3018,2025-05-05,10.0,0.4
T406058,E2032,P3029,2026-03-07,11.3,2.8
T406059,E2083,P3103,2026-12-09,10.0,0.8
T406060,E2118,P3114,2025-10-18,10.0,1.4
T406061,E2079,P3098,2026-04-04,4.8,0.7
T406062,E2078,P3060,2025-02-03,10.0,0.3
T406063,E2147,P3102,2026-06-11,1.4,0.4
T406064,E2107,P3054,2025-12-07,2.6,0.6
T406065,E2126,P3072,2025-12-03,10.0,3.9
T406066,E2015,P3021,2025-06-19,1.8,0.3
T406067,E2134,P3021,2025-05-26,4.9,0.3
T406068,E2073,P3058,2026-12-19,7.5,2.6
T406069,E2101,P3049,2026-07-04,7.9,0.4
T406070,E2098,P3036,2025-11-16,10.0,0.2
T406071,E2026,P3017,2025-01-29,3.6,3.2
T406072,E2092,P3080,2026-01-09,10.0,0.5
T406073,E2125,P3053,2026-01-06,10.0,0.1
T406074,E2073,P3015,2025-01-10,3.5,0.2
T406075,E2123,P3079,2026-02-20,0.9,1.0
T406076,E2053,P3040,2025-04-25,4.2,1.8
T406077,E2078,P3081,2025-03-25,3.5,2.6
T406078,E2092,P3051,2026-08-16,2.0,1.2
T406079,E2088,P3065,2026-08-06,6.3,1.5
T406080,E2013,P3013,2025-02-25,10.0,0.0
T406081,E2043,P3038,2025-10-27,12.6,0.5
T406082,E2076,P3074,2025-08-10,10.0,0.8
T406083,E2051,P3097,2026-09-08,10.0,2.8
T406084,E2019,P3026,2025-08-21,3.2,1.4
T406085,E2149,P3076,2025-06-27,3.8,2.7
T406086,E2122,P3083,2025-03-15,10.0,0.3
T406087,E2024,P3015,2025-10-15,5.2,2.9
T406088,E2026,P3117,2025-12-12,2.5,1.2
T406089,E2120,P3005,2025-02-22,6.2,1.0
T406090,E2082,P3002,2026-03-08,9.4,0.1
T406091,E2100,P3115,2026-04-10,10.0,2.0
T406092,E2017,P3078,2025-04-28,8.6,1.7
T406093,E2068,P3093,2025-08-06,7.4,1.2
T406094,E2044,P3105,2026-06-26,5.3,0.5
T406095,E2061,P3065,2026-09-12,3.0,2.6
T406096,E2123,P3077,2025-10-09,10.0,0.2
T406097,E2093,P3113,2025-10-25,4.2,0.4
T406098,E2074,P3060,2026-12-15,5.3,0.8
T406099,E2067,P3096,2025-10-25,10.0,1.7
T406100,E2111,P3098,2026-08-31,3.1,0.5
T406101,E2002,P3056,2025-02-08,10.0,0.8
T406102,E2089,P3118,2025-11-13,6.1,0.2
T406103,E2026,P3078,2025-10-30,3.3,0.3
T406104,E2099,P3116,2025-06-29,7.8,1.5
T406105,E2027,P3119,2025-06-10,9.4,0.4
T406106,E2089,P3038,2025-06-04,4.7,2.7
T406107,E2146,P3057,2025-06-06,5.7,1.1
T406108,E2001,P3102,2026-12-23,7.0,0.3
T406109,E2103,P3114,2026-01-19,5.8,0.5
T406110,E2131,P3051,2026-09-15,1.4,0.6
T406111,E2041,P3041,2025-10-11,2.2,1.2
T406112,E2051,P3079,2026-03-27,6.1,3.2
T406113,E2015,P3103,2025-12-28,2.7,0.5
T406114,E2008,P3070,2026-04-22,10.0,3.6
T406115,E2038,P3093,2025-05-24,10.0,0.4
T406116,E2114,P3101,2025-04-10,9.1,1.8
T406117,E2083,P3083,2025-09-14,1.3,2.1
T406118,E2056,P3052,2026-09-22,0.4,2.4
T406119,E2103,P3001,2025-12-04,3.7,4.0
T406120,E2138,P3085,2026-01-23,7.9,0.5
T406121,E2102,P3103,2026-12-26,10.0,0.7
T406122,E2078,P3018,2025-05-12,1.2,0.6
T406123,E2083,P3027,2026-09-19,5.8,1.1
T406124,E2030,P3092,2026-02-08,1.8,2.9
T406125,E2005,P3072,2025-11-15,0.5,1.5
T406126,E2119,P3095,2026-04-12,6.9,1.2
T406127,E2031,P3076,2025-04-26,6.3,0.7
T406128,E2023,P3042,2025-02-26,8.1,2.3
T406129,E2048,P3006,2026-01-12,6.0,2.6
T406130,E2109,P3090,2026-10-26,0.8,0.7
T406131,E2040,P3080,2025-10-03,7.8,0.8
T406132,E2006,P3094,2026-05-13,4.2,2.0
T406133,E2038,P3083,2026-05-20,3.7,0.1
T406134,E2100,P3082,2025-06-15,4.7,0.9
T406135,E2027,P3024,2025-06-01,0.5,1.7
T406136,E2069,P3045,2025-07-31,9.8,0.5
T406137,E2057,P3084,2025-10-07,5.4,0.1
T406138,E2017,P3071,2025-11-22,10.0,2.2
T406139,E2071,P3007,2025-04-12,9.7,2.8
T406140,E2047,P3016,2026-01-18,3.7,2.7
T406141,E2079,P3058,2026-01-09,10.0,2.1
T406142,E2110,P3057,2025-10-08,10.0,1.7
T406143,E2013,P3042,2026-04-25,3.2,0.4
T406144,E2139,P3111,2026-04-10,5.0,1.9
T406145,E2124,P3014,2026-08-16,9.6,0.8
T406146,E2109,P3056,2026-03-29,2.8,0.2
T406147,E2090,P3012,2025-09-30,3.6,0.4
T406148,E2086,P3093,2026-07-24,0.9,0.3
T406149,E2092,P3015,2026-04-02,1.4,1.5
T406150,E2024,P3008,2026-05-29,1.9,1.3
T406151,E2073,P3103,2025-12-05,5.5,0.2
T406152,E2004,P3058,2026-06-05,10.0,1.9
T406153,E2113,P3053,2026-12-04,3.0,1.3
T406154,E2046,P3009,2025-05-03,9.3,0.7
T406155,E2018,P3046,2025-04-14,2.9,1.8
T406156,E2043,P3092,2025-03-24,7.6,4.0
T406157,E2093,P3091,2025-04-19,4.4,0.5
T406158,E2103,P3007,2025-04-30,1.5,0.9
T406159,E2124,P3044,2026-03-28,9.8,2.0
T406160,E2010,P3014,2025-08-16,9.8,2.8
T406161,E2073,P3075,2025-09-24,0.4,0.7
T406162,E2031,P3096,2026-09-10,6.6,1.3
T406163,E2060,P3115,2026-05-11,7.1,0.9
T406164,E2131,P3092,2025-08-05,6.0,1.1
T406165,E2118,P3006,2026-10-02,3.7,0.4
T406166,E2014,P3035,2025-10-13,2.0,0.5
T406167,E2143,P3070,2026-01-06,5.6,1.2
T406168,E2002,P3061,2026-10-23,0.3,1.8
T406169,E2024,P3024,2026-10-25,2.2,0.2
T406170,E2064,P3073,2026-07-27,7.0,1.0
T406171,E2100,P3002,2026-11-01,10.0,4.0
T406172,E2114,P3102,2025-06-23,10.0,1.9
T406173,E2024,P3078,2025-10-01,1.7,1.1
T406174,E2091,P3051,2026-04-26,2.7,0.2
T406175,E2026,P3031,2026-11-16,8.3,1.0
T406176,E2065,P3094,2025-02-28,9.9,0.5
T406177,E2120,P3119,2026-02-23,10.0,0.1
T406178,E2004,P3027,2026-09-14,8.2,2.7
T406179,E2001,P3100,2026-02-10,6.5,1.9
T406180,E2050,P3110,2026-01-05,6.1,1.0
T406181,E2110,P3031,2025-08-03,2.1,0.7
T406182,E2139,P3117,2025-11-03,0.9,2.4
T406183,E2074,P3106,2025-03-06,8.1,0.5
T406184,E2062,P3070,2026-02-03,7.6,1.4
T406185,E2081,P3043,2026-02-16,0.9,1.9
T406186,E2056,P3109,2025-09-09,2.2,1.5
T406187,E2111,P3120,2025-10-25,10.0,2.1
T406188,E2021,P3082,2025-05-28,1.3,1.4
T406189,E2141,P3052,2025-08-16,1.1,0.3
T406190,E2009,P3014,2026-12-21,1.4,0.1
T406191,E2139,P3059,2025-07-16,7.0,2.6
T406192,E2070,P3020,2025-08-31,7.3,2.2
T406193,E2129,P3118,2026-12-04,10.0,1.3
T406194,E2118,P3052,2025-06-20,12.7,0.7
T406195,E2056,P3075,2026-04-08,3.1,2.4
T406196,E2031,P3117,2025-09-15,0.6,0.6
T406197,E2037,P3101,2026-04-17,5.1,0.1
T406198,E2091,P3040,2025-05-31,10.0,0.5
T406199,E2114,P3068,2026-03-06,3.1,1.3
T406200,E2128,P3044,2026-01-17,8.3,0.1
T406201,E2122,P3006,2026-02-21,3.5,0.2
T406202,E2069,P3087,2025-10-27,7.7,1.5
T406203,E2036,P3120,2025-08-25,6.2,4.0
T406204,E2032,P3057,2025-06-02,7.6,0.7
T406205,E2064,P3058,2025-10-18,3.1,1.3
T406206,E2048,P3072,2026-02-23,2.9,0.2
T406207,E2081,P3030,2026-07-31,1.9,2.0
T406208,E2149,P3100,2026-03-03,4.5,0.4
T406209,E2060,P3052,2026-03-28,7.5,1.7
T406210,E2141,P3106,2025-07-09,6.3,0.1
T406211,E2001,P3011,2025-06-08,4.1,0.4
T406212,E2065,P3047,2025-02-01,7.8,2.4
T406213,E2033,P3005,2025-11-18,8.4,0.8
T406214,E2038,P3003,2025-03-01,9.8,3.4
T406215,E2025,P3015,2025-06-28,3.6,0.5
T406216,E2059,P3002,2026-11-30,3.9,0.2
T406217,E2101,P3002,2025-07-24,11.3,0.1
T406218,E2127,P3072,2026-02-05,10.0,1.3
T406219,E2041,P3054,2025-04-25,9.4,0.5
T406220,E2057,P3046,2025-03-09,1.3,1.7
T406221,E2048,P3094,2025-08-11,4.8,1.5
T406222,E2072,P3041,2026-02-26,10.0,1.1
T406223,E2056,P3069,2026-01-22,9.8,0.9
T406224,E2065,P3030,2025-11-06,6.1,0.3
T406225,E2012,P3044,2026-11-15,5.8,1.3
T406226,E2069,P3010,2025-07-29,2.4,2.9
T406227,E2134,P3097,2026-10-01,2.0,0.4
T406228,E2089,P3088,2026-11-01,2.7,1.6
T406229,E2025,P3083,2026-08-23,2.5,0.7
T406230,E2001,P3030,2026-01-04,4.2,1.9
T406231,E2131,P3089,2026-07-20,10.0,0.1
T406232,E2049,P3075,2026-07-14,1.6,1.7
T406233,E2147,P3049,2026-06-22,1.7,3.2
T406234,E2060,P3035,2025-11-24,5.0,1.4
T406235,E2002,P3065,2025-03-29,10.0,0.1
T406236,E2073,P3017,2025-04-17,2.7,1.2
T406237,E2145,P3031,2025-08-25,4.7,1.8
T406238,E2110,P3070,2025-11-08,7.6,0.1
T406239,E2061,P3077,2025-07-23,4.3,1.1
T406240,E2017,P3052,2026-08-04,6.7,0.1
T406241,E2049,P3026,2026-08-15,8.9,2.1
T406242,E2076,P3100,2026-10-31,9.0,0.4
T406243,E2148,P3005,2026-09-30,2.1,0.2
T406244,E2131,P3111,2026-06-21,5.1,0.7
T406245,E2043,P3014,2025-01-27,2.0,1.1
T406246,E2057,P3051,2025-12-21,7.8,1.5
T406247,E2050,P3015,2026-06-18,10.0,0.9
T406248,E2037,P3012,2025-07-23,5.0,0.6
T406249,E2046,P3114,2025-11-07,8.6,2.7
T406250,E2015,P3046,2025-09-22,5.6,1.2
T406251,E2080,P3106,2025-02-23,5.4,1.3
T406252,E2139,P3064,2026-01-09,1.1,2.0
T406253,E2148,P3072,2026-09-03,10.0,1.8
T406254,E2024,P3059,2026-02-27,7.7,1.3
T406255,E2125,P3119,2026-08-18,5.2,2.3
T406256,E2118,P3095,2025-08-08,6.7,1.1
T406257,E2080,P3026,2026-04-22,4.6,1.9
T406258,E2094,P3029,2026-06-04,3.5,0.7
T406259,E2065,P3004,2025-12-29,10.0,1.2
T406260,E2088,P3050,2026-03-29,3.6,0.3
T406261,E2088,P3092,2026-09-16,7.1,1.4
T406262,E2145,P3025,2025-09-10,1.7,2.7
T406263,E2126,P3040,2025-08-01,6.0,0.1
T406264,E2089,P3032,2026-10-12,10.0,2.8
T406265,E2061,P3100,2025-05-24,2.1,0.4
T406266,E2015,P3075,2025-01-11,3.9,0.7
T406267,E2094,P3037,2026-06-15,6.6,0.7
T406268,E2051,P3010,2026-03-24,4.8,3.7
T406269,E2027,P3038,2025-02-21,1.9,2.5
T406270,E2074,P3061,2025-07-24,8.1,1.7
T406271,E2061,P3100,2026-10-17,10.0,0.4
T406272,E2031,P3114,2026-07-08,2.1,1.3
T406273,E2012,P3117,2025-12-22,10.0,0.6
T406274,E2046,P3027,2026-08-31,9.3,2.3
T406275,E2032,P3081,2025-12-05,0.9,1.9
T406276,E2061,P3007,2026-11-09,6.9,3.6
T406277,E2046,P3073,2026-08-21,10.0,1.4
T406278,E2085,P3099,2025-11-29,1.5,0.6
T406279,E2080,P3118,2026-08-19,3.0,2.9
T406280,E2135,P3009,2025-07-18,7.1,0.6
T406281,E2004,P3059,2026-03-15,5.3,0.2
T406282,E2052,P3036,2025-05-30,10.0,2.4
T406283,E2112,P3118,2025-02-19,2.3,0.2
T406284,E2036,P3030,2025-12-06,4.7,1.1
T406285,E2054,P3095,2026-09-28,10.0,0.4
T406286,E2119,P3019,2026-06-15,4.6,1.9
T406287,E2127,P3041,2026-08-07,5.8,0.0
T406288,E2017,P3055,2025-05-26,1.0,0.9
T406289,E2075,P3087,2025-02-19,1.5,1.0
T406290,E2105,P3084,2026-07-15,7.8,1.0
T406291,E2150,P3006,2026-09-03,9.4,0.9
T406292,E2117,P3107,2026-02-03,8.1,0.1
T406293,E2043,P3088,2026-01-11,9.8,2.1
T406294,E2112,P3111,2025-01-23,5.6,2.2
T406295,E2115,P3022,2025-03-17,10.0,0.9
T406296,E2027,P3070,2026-09-17,2.9,2.8
T406297,E2037,P3116,2025-10-10,0.6,0.5
T406298,E2046,P3024,2025-01-06,3.9,0.8
T406299,E2113,P3062,2025-10-07,10.0,0.6
T406300,E2035,P3042,2026-08-21,6.5,0.8
T406301,E2132,P3120,2026-01-28,3.6,1.3
T406302,E2080,P3022,2026-03-22,6.0,1.1
T406303,E2080,P3082,2025-03-11,7.3,1.0
T406304,E2121,P3016,2026-04-19,4.1,1.8
T406305,E2147,P3100,2025-11-30,7.8,0.2
T406306,E2122,P3116,2026-04-29,10.0,0.8
T406307,E2081,P3013,2025-06-25,10.0,0.6
T406308,E2150,P3120,2025-08-19,10.0,1.2
T406309,E2119,P3037,2025-03-28,10.0,1.5
T406310,E2058,P3052,2026-01-24,1.9,1.0
T406311,E2063,P3024,2026-09-12,7.1,2.9
T406312,E2100,P3083,2026-12-20,3.1,3.9
T406313,E2066,P3114,2025-07-01,4.5,1.9
T406314,E2145,P3084,2026-02-26,10.0,1.5
T406315,E2085,P3091,2026-10-21,10.0,0.0
T406316,E2137,P3017,2026-03-29,2.0,0.2
T406317,E2144,P3016,2025-07-20,10.0,2.8
T406318,E2123,P3001,2026-08-06,9.3,1.5
T406319,E2002,P3085,2025-01-24,10.0,2.6
T406320,E2106,P3091,2026-05-17,5.0,0.2
T406321,E2108,P3001,2025-12-02,7.4,0.6
T406322,E2072,P3030,2026-10-12,1.8,3.7
T406323,E2126,P3084,2026-04-14,4.3,1.6
T406324,E2057,P3024,2025-05-29,10.0,0.3
T406325,E2081,P3046,2026-07-30,3.6,1.6
T406326,E2141,P3120,2025-05-21,3.2,0.7
